words,frequency,relative_frequency,type
gingerbread,10,0.001991238550378335,others
175g/6,10,0.001991238550378335,others
beautiful,10,0.001991238550378335,others
charcoal,10,0.001991238550378335,others
arrowroot,10,0.001991238550378335,others
additional,10,0.001991238550378335,others
trail,10,0.001991238550378335,others
180c/355f,10,0.001991238550378335,others
425ml/,10,0.001991238550378335,others
screw,10,0.001991238550378335,others
30cm/8,10,0.001991238550378335,others
rye,10,0.001991238550378335,others
obviously,10,0.001991238550378335,others
pith,10,0.001991238550378335,others
kransekake,10,0.001991238550378335,others
125ml/4,10,0.001991238550378335,others
fluted,10,0.001991238550378335,others
litres/4,10,0.001991238550378335,others
eventually,10,0.001991238550378335,others
   ,10,0.001991238550378335,others
boost,10,0.001991238550378335,others
rago,10,0.001991238550378335,others
hoisin,10,0.001991238550378335,others
rarebit,10,0.001991238550378335,others
flowering,10,0.001991238550378335,others
matchstick,10,0.001991238550378335,others
seasonal,10,0.001991238550378335,others
maximum,10,0.001991238550378335,others
blossom,10,0.001991238550378335,others
method,10,0.001991238550378335,others
stripe,10,0.001991238550378335,others
feijoada,10,0.001991238550378335,others
giblet,9,0.0017921146953405018,others
dab,9,0.0017921146953405018,others
pandan,9,0.0017921146953405018,others
gingernut,9,0.0017921146953405018,others
granulate,9,0.0017921146953405018,others
paring,9,0.0017921146953405018,others
ruler,9,0.0017921146953405018,others
200,9,0.0017921146953405018,others
vary,9,0.0017921146953405018,others
roof,9,0.0017921146953405018,others
gluten,9,0.0017921146953405018,others
basic,9,0.0017921146953405018,others
rosette,9,0.0017921146953405018,others
litre,9,0.0017921146953405018,others
dense,9,0.0017921146953405018,others
roti,9,0.0017921146953405018,others
2.4,9,0.0017921146953405018,others
togarashi,9,0.0017921146953405018,others
smoosh,9,0.0017921146953405018,others
champagne,9,0.0017921146953405018,others
cassia,9,0.0017921146953405018,others
compress,9,0.0017921146953405018,others
command,9,0.0017921146953405018,others
ceramic,9,0.0017921146953405018,others
spit,9,0.0017921146953405018,others
straw,9,0.0017921146953405018,others
spongy,9,0.0017921146953405018,others
cm/,9,0.0017921146953405018,others
ideal,9,0.0017921146953405018,others
r,9,0.0017921146953405018,others
cloudy,9,0.0017921146953405018,others
30g/1,9,0.0017921146953405018,others
chanterelle,9,0.0017921146953405018,others
ask,9,0.0017921146953405018,others
julienne,9,0.0017921146953405018,others
juicily,9,0.0017921146953405018,others
spud,9,0.0017921146953405018,others
asafoetida,9,0.0017921146953405018,others
armagnac,9,0.0017921146953405018,others
yam,9,0.0017921146953405018,others
350,9,0.0017921146953405018,others
zip,9,0.0017921146953405018,others
kombu,9,0.0017921146953405018,others
austere,9,0.0017921146953405018,others
vine,9,0.0017921146953405018,others
leafage,9,0.0017921146953405018,others
swell,9,0.0017921146953405018,others
bao,9,0.0017921146953405018,others
crystallise,9,0.0017921146953405018,others
smother,9,0.0017921146953405018,others
26cm/10,9,0.0017921146953405018,others
grown,9,0.0017921146953405018,others
waft,9,0.0017921146953405018,others
altogether,9,0.0017921146953405018,others
suya,9,0.0017921146953405018,others
waxy,9,0.0017921146953405018,others
pheasant,9,0.0017921146953405018,others
herre,9,0.0017921146953405018,others
piccalilli,9,0.0017921146953405018,others
solidify,9,0.0017921146953405018,others
solution,9,0.0017921146953405018,others
sable,9,0.0017921146953405018,others
haven,9,0.0017921146953405018,others
pigeon,9,0.0017921146953405018,others
heap,9,0.0017921146953405018,others
heart,9,0.0017921146953405018,others
carbonara,9,0.0017921146953405018,others
48,9,0.0017921146953405018,others
bulge,9,0.0017921146953405018,others
properly,9,0.0017921146953405018,others
75ml/5,9,0.0017921146953405018,others
shortcake,9,0.0017921146953405018,others
750ml/1,9,0.0017921146953405018,others
espressos,9,0.0017921146953405018,others
triple,9,0.0017921146953405018,others
gazpacho,9,0.0017921146953405018,others
scattering,9,0.0017921146953405018,others
margin,9,0.0017921146953405018,others
scent,9,0.0017921146953405018,others
fragile,9,0.0017921146953405018,others
membrane,9,0.0017921146953405018,others
min,9,0.0017921146953405018,others
mouth,9,0.0017921146953405018,others
brittle,9,0.0017921146953405018,others
frangipane,9,0.0017921146953405018,others
neck,9,0.0017921146953405018,others
nectarine,9,0.0017921146953405018,others
bonito,9,0.0017921146953405018,others
melon,9,0.0017921146953405018,others
lumpy,9,0.0017921146953405018,others
omit,9,0.0017921146953405018,others
shortening,9,0.0017921146953405018,others
forcemeat,9,0.0017921146953405018,others
self,9,0.0017921146953405018,others
uppermost,9,0.0017921146953405018,others
braise,9,0.0017921146953405018,techniques
naked,9,0.0017921146953405018,others
upper,9,0.0017921146953405018,others
tsp,9,0.0017921146953405018,others
fondue,9,0.0017921146953405018,others
mullet,9,0.0017921146953405018,others
ordinary,9,0.0017921146953405018,others
discolouring,9,0.0017921146953405018,others
bowl.,9,0.0017921146953405018,others
duly,9,0.0017921146953405018,others
motion,9,0.0017921146953405018,others
u,9,0.0017921146953405018,others
encase,9,0.0017921146953405018,others
spiraliser,8,0.0015929908403026682,others
-3,8,0.0015929908403026682,others
frond,8,0.0015929908403026682,others
o,8,0.0015929908403026682,others
180c/350f.,8,0.0015929908403026682,others
aim,8,0.0015929908403026682,others
10minutes,8,0.0015929908403026682,others
tenderiser,8,0.0015929908403026682,others
25x48cm/10x19,8,0.0015929908403026682,others
fabulously,8,0.0015929908403026682,others
ridged,8,0.0015929908403026682,others
mallet,8,0.0015929908403026682,others
cupboard,8,0.0015929908403026682,others
rip,8,0.0015929908403026682,others
simple,8,0.0015929908403026682,others
moisten,8,0.0015929908403026682,others
meaty,8,0.0015929908403026682,others
lightness,8,0.0015929908403026682,others
browner,8,0.0015929908403026682,others
position,8,0.0015929908403026682,others
chana,8,0.0015929908403026682,others
monkey,8,0.0015929908403026682,others
mouldable,8,0.0015929908403026682,others
4.5,8,0.0015929908403026682,others
manie,8,0.0015929908403026682,others
whisking,8,0.0015929908403026682,others
heating,8,0.0015929908403026682,others
corncob,8,0.0015929908403026682,others
lastly,8,0.0015929908403026682,others
blinis,8,0.0015929908403026682,others
late,8,0.0015929908403026682,others
true,8,0.0015929908403026682,others
spare,8,0.0015929908403026682,others
wheel,8,0.0015929908403026682,others
coulis,8,0.0015929908403026682,others
hasn,8,0.0015929908403026682,others
20cm/16,8,0.0015929908403026682,others
nearby,8,0.0015929908403026682,others
movement,8,0.0015929908403026682,others
special,8,0.0015929908403026682,others
13x23cm/5x9,8,0.0015929908403026682,others
190c.,8,0.0015929908403026682,others
super,8,0.0015929908403026682,others
plait,8,0.0015929908403026682,others
d,8,0.0015929908403026682,others
rapid,8,0.0015929908403026682,others
shine,8,0.0015929908403026682,others
homemade,8,0.0015929908403026682,others
cause,8,0.0015929908403026682,others
penne,8,0.0015929908403026682,others
tinge,8,0.0015929908403026682,others
shichimi,8,0.0015929908403026682,others
chance,8,0.0015929908403026682,others
panzerotti,8,0.0015929908403026682,others
ooze,8,0.0015929908403026682,others
rosti,8,0.0015929908403026682,others
far,8,0.0015929908403026682,others
delectably,8,0.0015929908403026682,others
madeleine,8,0.0015929908403026682,others
goji,8,0.0015929908403026682,others
pungent,8,0.0015929908403026682,others
actually,8,0.0015929908403026682,others
stewing,8,0.0015929908403026682,others
rouille,8,0.0015929908403026682,others
8x25cm/3x10,8,0.0015929908403026682,others
6mm/,8,0.0015929908403026682,others
170c,8,0.0015929908403026682,others
preserving,8,0.0015929908403026682,others
dessertspoon,8,0.0015929908403026682,others
60x30cm/24x12,8,0.0015929908403026682,others
lock,8,0.0015929908403026682,others
lunch,8,0.0015929908403026682,others
62c.,8,0.0015929908403026682,others
useful,8,0.0015929908403026682,others
overheat,8,0.0015929908403026682,others
dishwasher,8,0.0015929908403026682,others
overfill,8,0.0015929908403026682,others
proceed,8,0.0015929908403026682,others
chick,8,0.0015929908403026682,others
midway,8,0.0015929908403026682,others
advice,8,0.0015929908403026682,others
taleggio,8,0.0015929908403026682,others
toothpick,8,0.0015929908403026682,others
whiskey,8,0.0015929908403026682,others
farl,8,0.0015929908403026682,others
template,8,0.0015929908403026682,others
vertically,8,0.0015929908403026682,others
daily,8,0.0015929908403026682,others
stis,8,0.0015929908403026682,others
grade,8,0.0015929908403026682,others
flamb,8,0.0015929908403026682,others
parboil,8,0.0015929908403026682,others
quails,8,0.0015929908403026682,others
spritz,8,0.0015929908403026682,others
downward,8,0.0015929908403026682,others
700ml/1,8,0.0015929908403026682,others
250c/230c,8,0.0015929908403026682,others
9fl,8,0.0015929908403026682,others
temptation,8,0.0015929908403026682,others
grapefruit,8,0.0015929908403026682,others
steadily,7,0.0013938669852648347,others
flare,7,0.0013938669852648347,others
pimm,7,0.0013938669852648347,others
spear,7,0.0013938669852648347,others
helping,7,0.0013938669852648347,others
seabass,7,0.0013938669852648347,others
80ml/2,7,0.0013938669852648347,others
inward,7,0.0013938669852648347,others
mull,7,0.0013938669852648347,others
chargrille,7,0.0013938669852648347,others
cheat,7,0.0013938669852648347,others
interleave,7,0.0013938669852648347,others
year,7,0.0013938669852648347,others
33,7,0.0013938669852648347,others
shaoxing,7,0.0013938669852648347,others
scrap,7,0.0013938669852648347,others
170c/160c,7,0.0013938669852648347,others
blini,7,0.0013938669852648347,others
8cm/3,7,0.0013938669852648347,others
-2cm/?-,7,0.0013938669852648347,others
milkshake,7,0.0013938669852648347,others
previously,7,0.0013938669852648347,others
chantilly,7,0.0013938669852648347,others
shortcrust,7,0.0013938669852648347,others
8fl,7,0.0013938669852648347,others
cigar,7,0.0013938669852648347,others
125c/105c,7,0.0013938669852648347,others
absolutely,7,0.0013938669852648347,others
sticking,7,0.0013938669852648347,others
claw,7,0.0013938669852648347,others
fleck,7,0.0013938669852648347,others
pomelo,7,0.0013938669852648347,others
trap,7,0.0013938669852648347,others
jollof,7,0.0013938669852648347,others
trapped,7,0.0013938669852648347,others
aren,7,0.0013938669852648347,others
cellophane,7,0.0013938669852648347,others
seep,7,0.0013938669852648347,others
indian,7,0.0013938669852648347,others
180c/360f,7,0.0013938669852648347,others
175ml/6fl,7,0.0013938669852648347,others
stringy,7,0.0013938669852648347,others
wrapping,7,0.0013938669852648347,others
indicate,7,0.0013938669852648347,others
mayo,7,0.0013938669852648347,others
splatter,7,0.0013938669852648347,others
40cm/16,7,0.0013938669852648347,others
wreath,7,0.0013938669852648347,others
favourite,7,0.0013938669852648347,others
3mm/1/8,7,0.0013938669852648347,others
jewel,7,0.0013938669852648347,others
preference,7,0.0013938669852648347,others
boat,7,0.0013938669852648347,others
pulpy,7,0.0013938669852648347,others
preservative,7,0.0013938669852648347,others
incorporated,7,0.0013938669852648347,others
inner,7,0.0013938669852648347,others
outward,7,0.0013938669852648347,others
130c/250f,7,0.0013938669852648347,others
camouflage,7,0.0013938669852648347,others
sweeten,7,0.0013938669852648347,others
macaroon,7,0.0013938669852648347,others
litres/8,7,0.0013938669852648347,others
crumple,7,0.0013938669852648347,others
fromage,7,0.0013938669852648347,others
describe,7,0.0013938669852648347,others
crowd,7,0.0013938669852648347,others
200c/390f,7,0.0013938669852648347,others
nugget,7,0.0013938669852648347,others
luscious,7,0.0013938669852648347,others
crostini,7,0.0013938669852648347,others
outline,7,0.0013938669852648347,others
silicon,7,0.0013938669852648347,others
residue,7,0.0013938669852648347,others
aesthetically,7,0.0013938669852648347,others
surround,7,0.0013938669852648347,others
beauteous,7,0.0013938669852648347,others
biryani,7,0.0013938669852648347,others
oblong,7,0.0013938669852648347,others
drizzling,7,0.0013938669852648347,others
old,7,0.0013938669852648347,others
furth,7,0.0013938669852648347,others
grainy,7,0.0013938669852648347,others
daikon,7,0.0013938669852648347,others
200g/7,7,0.0013938669852648347,others
butcher,7,0.0013938669852648347,others
gooey,7,0.0013938669852648347,others
linguine,7,0.0013938669852648347,others
decent,7,0.0013938669852648347,others
curve,7,0.0013938669852648347,others
panna,7,0.0013938669852648347,others
unmould,7,0.0013938669852648347,others
drape,7,0.0013938669852648347,others
cycle,7,0.0013938669852648347,others
bubbling,7,0.0013938669852648347,others
switch,7,0.0013938669852648347,others
option,7,0.0013938669852648347,others
ease-,7,0.0013938669852648347,others
resistance,7,0.0013938669852648347,others
brick,7,0.0013938669852648347,others
bacteria,7,0.0013938669852648347,others
haricot,7,0.0013938669852648347,others
skip,7,0.0013938669852648347,others
shrimp,7,0.0013938669852648347,others
tatin,7,0.0013938669852648347,others
uplifting,7,0.0013938669852648347,others
welsh,7,0.0013938669852648347,others
whichever,7,0.0013938669852648347,others
cotta,7,0.0013938669852648347,others
correct,7,0.0013938669852648347,others
marron,7,0.0013938669852648347,others
thing,7,0.0013938669852648347,others
pilau,7,0.0013938669852648347,others
aerate,7,0.0013938669852648347,others
hear,7,0.0013938669852648347,others
napkin,7,0.0013938669852648347,others
shouldn,7,0.0013938669852648347,others
tuaca,7,0.0013938669852648347,others
gill,7,0.0013938669852648347,others
